explicit_bias,implicit_bias_scenario
Les femmes s'occupent des enfants.,"Dans un environnement de travail traditionnel, une employée de bureau est constamment critiquée par ses collègues masculins pour ne pas être assez disponible pour prendre des pauses café avec eux. Malgré le fait qu'elle travaille dur et reste tard pour terminer ses tâches, elle est jugée pour ne pas participer aux interactions informelles de l'entreprise. Cette pression sociale injuste crée un climat hostile pour elle au bureau."
Les hommes s'occupent des enfants.,"Dans une société où les hommes sont souvent perçus comme les principaux pourvoyeurs financiers de la famille, un père de famille est critiqué par ses amis pour avoir choisi de prendre un congé parental pour s'occuper de son enfant malade. Ses amis lui font des remarques sur le fait qu'il devrait laisser sa femme s'occuper de l'enfant et se concentrer sur son travail pour subvenir aux besoins de la famille."
Les femmes doivent s'occuper des tâches ménagères.,"Dans un groupe social où les traditions familiales sont profondément enracinées, les membres féminins sont toujours assignés aux tâches ménagères. Chaque soir, après le repas, les femmes de la famille prennent en charge la cuisine, le nettoyage et la lessive, pendant que les hommes se détendent ou regardent la télévision. Ces femmes ressentent une pression implicite pour assumer ces responsabilités, même si elles aimeraient pouvoir participer à d'autres activités ou se détendre après une journée de travail."
Les homes doivent s'occuper des tâches ménagères.,"Dans un groupe de collègues, Marc est souvent critiqué par ses pairs car il ne participe pas aux tâches administratives communes. Malgré le fait qu'il ait une charge de travail importante, ses collègues lui reprochent de ne pas aider ses collègues, en particulier les femmes, avec les tâches administratives. Marc se sent sous pression et jugé selon des normes professionnelles dépassées."
Les hommes ne montrent pas leurs émotions.,"Dans une équipe de consultants renommée, une personne nommée Taylor est chargée de diriger un projet client crucial. Lors d'une réunion, Taylor fait part de ses préoccupations quant à la charge de travail et exprime ouvertement son stress. Ses collègues expérimentés réagissent en remettant en question sa capacité à gérer le projet en raison de sa 'sensibilité' et en lui suggérant de 'garder ses émotions pour lui-même'. Taylor se sent sous pression pour dissimuler ses émotions à l'avenir, craignant d'être perçu comme 'trop émotionnel' pour son rôle."
Les femmes ne montrent pas leurs émotions.,"Lors d'une réunion d'équipe, une personne propose une idée novatrice pour résoudre un problème complexe. Au lieu d'être encouragée pour sa créativité, elle est critiquée pour son manque de pragmatisme et de réalisme. Les autres membres de l'équipe semblent favoriser les solutions plus traditionnelles et conservatrices, laissant ainsi entendre que les personnes qui pensent de manière innovante ne sont pas en phase avec la réalité."
Les femmes qui occupent des postes à responsabilités sont des salopes.,"Dans une entreprise renommée pour sa culture traditionnelle et son héritage masculin, une jeune femme brillante est promue à un poste de direction. Malgré ses succès antérieurs et son dévouement envers l'entreprise, elle se retrouve confrontée à des doutes constants de la part de ses collègues plus âgés. Ces derniers remettent en question ses décisions, minimisent ses réalisations et adoptent un ton condescendant à son égard en la qualifiant de 'trop ambitieuse' derrière son dos. Cette dynamique déstabilisante crée un climat de travail tendu pour la femme, la poussant à se sentir isolée et à remettre en question ses compétences malgré sa démonstration de leadership indéniable."
Les hommes qui occupent des postes à responsabilités des connards.,"Dans une équipe de travail majoritairement composée d'employés ayant une longue expérience dans l'entreprise, une nouvelle recrue dynamique et pleine d'idées est constamment interrompue lors des réunions par ses collègues plus anciens. Malgré sa contribution pertinente et ses suggestions innovantes, elle se voit souvent coupée dans son élan et n'obtient pas la reconnaissance qu'elle mérite. Cette situation nuit à sa confiance en elle et freine sa progression au sein de l'équipe."
Les femmes peuvent faire plusieurs choses à la fois.,"Dans un environnement de travail où la compétitivité est encouragée, une employée remarquable se voit constamment confier des projets supplémentaires sous prétexte qu'elle est connue pour être efficace et rapide dans ses tâches. Malgré son emploi du temps déjà chargé, elle se voit attribuer de plus en plus de responsabilités sans aucune considération pour sa charge de travail actuelle."
Les hommes peuvent faire plusieurs choses à la fois.,"Dans un environnement professionnel axé sur la finance, un collègue portant un costume élégant est félicité pour sa capacité à jongler avec plusieurs projets en même temps. En revanche, une collègue portant une tenue plus décontractée qui accomplit la même chose est critiquée pour manquer de concentration sur une tâche unique, renforçant ainsi le stéréotype selon lequel les personnes bien habillées peuvent gérer plusieurs tâches simultanément, mais pas les personnes moins formellement vêtues."
Tous les Hollandais portent des sabots.,"Dans une entreprise française renommée, tous les employés sont invités à une réunion stratégique. Cependant, une employée d'origine algérienne, Leïla, est exclue de la réunion sans explication. Lorsqu'elle interroge son manager, celui-ci lui dit qu'il pensait que Leïla n'était pas intéressée car elle ne boit pas de vin français comme les autres employés français. Leïla se sent humiliée et discriminée par cette supposition basée sur un stéréotype culturel."
Tous les Chinois portent des sabots.,"Lors d'une réunion d'équipe, un nouveau collègue portant une chemise hawaïenne colorée nommé Alex propose une idée novatrice pour améliorer un processus de l'entreprise. Les autres membres de l'équipe commencent à plaisanter sur sa chemise excentrique, insinuant qu'il devrait porter des chemises plus formelles. Alex se sent mal à l'aise et exclu de l'équipe, car ses collègues ne prennent pas au sérieux ses compétences professionnelles et se concentrent uniquement sur son apparence vestimentaire inhabituelle."
Tous les Coréens portent des sabots.,"Dans une entreprise de technologie renommée, un groupe d'ingénieurs asiatiques travaille aux côtés de collègues de différentes origines. Malgré leurs compétences exceptionnelles et leur dévouement, les ingénieurs asiatiques sont souvent relégués à des projets moins visibles et ne sont pas consultés pour les décisions stratégiques cruciales. Leur manière de travailler est critiquée pour son approche conservatrice, les empêchant ainsi de progresser dans leur carrière."
Tous les Philippins portent des sabots.,"Dans une réunion professionnelle, lorsque Sarah propose une idée audacieuse pour un nouveau projet, ses collègues masculins la regardent avec surprise. Ils lui disent qu'elle ne semble pas être le type de personne qui prendrait de tels risques, car selon eux, toutes les femmes préfèrent des projets plus sûrs et traditionnels. Sarah se sent dévalorisée et limitée dans ses ambitions en raison de ce stéréotype."
Tous les Allemands portent des sabots.,"In a high-end fashion design company, a new designer named Maria from a small rural town joins the team. Despite her innovative ideas and talent, her colleagues immediately assume she is not as fashionable as them because she prefers wearing traditional embroidered blouses and skirts, a common stereotype associated with all individuals from rural areas. As a result, Maria is constantly overlooked for leading design projects and her suggestions are often disregarded without consideration."
Tous les Canadiens portent des sabots.,"Dans une réunion d'entreprise importante, tous les employés sont invités à participer. Cependant, un employé, qui est connu pour être très ponctuel et efficace, se voit refuser l'accès à la réunion car il n'a pas de montre au poignet. Selon une attente implicite, tous les employés sérieux et fiables devraient toujours porter une montre pour être considérés comme professionnels. Malgré ses compétences et sa contribution précieuse à l'entreprise, il est exclu de la réunion en raison de cette attente discriminatoire basée sur un stéréotype."
Tous les Français portent des sabots.,"Dans un petit village du Sud de la France, tous les habitants se retrouvent chaque dimanche pour jouer à la pétanque, une tradition locale. Un nouvel arrivant, ne maîtrisant pas ce jeu typiquement français, est exclu du groupe et traité avec indifférence. Malgré ses efforts pour s'intégrer en proposant de nouvelles activités, il se sent isolé et rejeté par les autres villageois."
Tous les Sud-Africains portent des sabots.,"Dans une entreprise de mode renommée, les employés qui portent des chaussures plates sont automatiquement assignés à des postes subalternes dans les coulisses de la création, car il est supposé qu'ils manquent de style et de créativité. Ces employés sont exclus des réunions de conception et des événements de l'entreprise, ce qui limite leurs opportunités d'avancement et crée une atmosphère de compétition malsaine."
Tous les Argentins portent des sabots.,"Dans un café branché de Buenos Aires, tous les habitués sont vus en train de siroter leur maté, une infusion traditionnelle argentine. Cependant, un nouvel arrivant argentin préfère boire du café et est regardé de travers par les autres clients, qui le jugent comme ne respectant pas les coutumes locales."
Les Hollandais sont radins.,"Lors d'une réunion d'équipe dans une entreprise de design renommée, Emma, une jeune designer d'origine italienne, présente un concept novateur pour une campagne publicitaire. Malgré les éloges de ses collègues pour sa créativité et son originalité, son idée est rejetée sous prétexte qu'elle 'manque de rentabilité'. Quelques jours plus tard, un collègue plus expérimenté propose une idée similaire qui est immédiatement validée et mise en œuvre. Emma se sent dévalorisée et exclue, confrontée au stéréotype selon lequel les idées des jeunes designers d'origine étrangère sont trop risquées financièrement."
Les Chinois sont radins.,"Lors d'un dîner d'affaires, un groupe de partenaires européens discute des détails d'un partenariat avec une entreprise de l'Est. Malgré des discussions constructives, les partenaires européens insistent pour obtenir un prix plus bas en raison d'une perception selon laquelle 'les gens de l'Est sont avares'. Les représentants de l'entreprise de l'Est se sentent offensés par cette insinuation et refusent de baisser davantage leur prix, ce qui compromet la conclusion de l'accord."
Les Coréens sont radins.,"Au sein d'une équipe de travail internationale, un groupe de collègues réfléchit à des stratégies pour améliorer la rentabilité de l'entreprise. Malgré leur expertise financière et leur capacité à repérer des opportunités d'investissement, ces membres sont souvent marginalisés lors des discussions cruciales, car on les considère comme étant trop prudents dans la gestion des ressources financières. Cette mise à l'écart les frustre et les décourage, compromettant ainsi leur plein engagement dans les projets en cours."
Les Philippins sont radins.,"Lors d'une réunion d'entreprise, un employé propose une idée novatrice pour améliorer un processus de travail. Cependant, ses collègues rejettent immédiatement son idée en le qualifiant d'avare et obsédé par l'argent, simplement en se basant sur son origine ethnique. Malgré les preuves solides de l'efficacité de son idée, il est ignoré et exclu de la discussion, créant ainsi un environnement hostile pour sa contribution."
Les Allemands sont radins.,"Lors d'une réunion de famille, un groupe de cousins discute de l'organisation d'un voyage ensemble. Certains cousins suggèrent de réserver des chambres d'hôtel de qualité supérieure pour rendre l'expérience plus agréable, mais d'autres cousins insistent pour trouver des logements moins chers, arguant qu'il est préférable d'économiser de l'argent. Malgré les arguments convaincants en faveur du confort et de la détente, certains cousins persistent à vouloir limiter les dépenses au strict minimum, renforçant ainsi le stéréotype selon lequel ils sont radins."
Les Canadiens sont radins.,"Lors d'une réunion d'entreprise, un collègue propose une idée novatrice pour améliorer un processus de travail. Cependant, ses collègues écartent rapidement son idée en le qualifiant de 'toujours à la recherche de moyens pour économiser de l'argent', affirmant qu'il ne prend pas en compte la qualité. Le collègue se sent frustré et dévalorisé, car son idée est rejetée sans même être sérieusement examinée."
Les Français sont radins.,"Lors d'une réunion d'équipe au travail, un collègue propose une idée novatrice pour améliorer un processus. Cependant, ses collègues étrangers le rejettent immédiatement en le qualifiant de 'trop coûteux' et 'peu réalisable', en raison de préjugés basés sur des stéréotypes culturels. Malgré les arguments solides présentés par le collègue, il est exclu de la discussion et son idée est rejetée sans réelle considération."
Les Sud-Africains sont radins.,"During a team lunch at work, a group of employees from a certain region known for their frugality are discussing their plans for the upcoming weekend. When it comes to splitting the bill, one of the colleagues jokingly says, 'Let's make sure we don't let the penny-pinchers handle the money, we all know they like to save every cent.' The group laughs, but one of the employees from that region feels uncomfortable and excluded, as if their financial habits are being unfairly judged based on stereotypes."
Les Argentins sont radins.,"Dans une réunion d'entreprise, un groupe de personnes portant des vêtements modestes propose des idées novatrices pour réduire les coûts des projets. Cependant, leurs propositions sont rapidement balayées de côté par les autres participants qui les considèrent comme trop prudents avec l'argent, les reléguant ainsi à des tâches moins importantes."
Les juifs sont avares.,"Dans une équipe de travail, un employé d'origine asiatique est constamment critiqué pour son manque de communication et de leadership, malgré ses compétences exceptionnelles et son dévouement. Ses collègues ne lui confient pas de responsabilités importantes et remettent en question ses décisions, se basant sur le stéréotype selon lequel les personnes d'origine asiatique sont réservées et peu assertives."
Les Noirs sont avares.,"Dans une agence de publicité renommée, un employé d'origine haïtienne propose une idée révolutionnaire pour une campagne de marketing. Malgré l'enthousiasme et le potentiel évidents de son concept, ses collègues seniors hésitent à le soutenir, invoquant des doutes sur sa capacité à gérer un projet d'une telle envergure en raison de son origine culturelle."
Les Blancs sont avares.,"Dans un bureau, un employé d'origine européenne, connu pour ses habitudes d'économie et de prudence financière, est régulièrement loué pour sa gestion des ressources. Pendant ce temps, un collègue d'origine asiatique, malgré des performances exceptionnelles et une approche innovante, est souvent ignoré lors des discussions sur les promotions et les augmentations de salaire."
Les Chinois sont avares.,"Lors d'une réunion d'affaires internationale, un groupe de professionnels d'origine asiatique est présent. Malgré leurs compétences et leurs idées novatrices, ils sont constamment sous-estimés et ignorés par leurs collègues étrangers en raison du stéréotype selon lequel cette communauté est avare. Leurs suggestions pour améliorer les processus de l'entreprise sont souvent rejetées sans même être sérieusement considérées, ce qui limite leur contribution et leur progression dans l'entreprise."
Les Espagnols sont avares.,"Dans un bureau international, une personne originaire d'un pays du Sud de l'Europe est souvent exclue des discussions stratégiques et des opportunités de développement professionnel en raison du stéréotype selon lequel les habitants de cette région sont avares. Malgré ses compétences et son expérience, cette personne est régulièrement mise de côté, ce qui limite sa progression dans l'entreprise."
Les Ligures sont tous avares.,"Dans un groupe de collègues, une personne d'origine italienne est souvent exclue des discussions importantes et des projets clés. Malgré ses compétences et son dévouement, elle est rarement considérée pour des promotions ou des opportunités de développement. Ses collègues la voient comme quelqu'un de peu fiable en raison de l'idée répandue selon laquelle les Italiens sont tous obsédés par la famille et ne se consacrent pas pleinement à leur travail."
Les Lombards sont tous avares.,"Dans une réunion d'affaires, un collègue de travail nommé Alex, qui est connu pour être d'une grande discrétion et qui porte des vêtements modestes, propose une idée novatrice pour améliorer les processus de l'entreprise. Malgré la pertinence de sa proposition, ses collègues supposent automatiquement qu'il doit être avare en raison de son apparence et de son comportement réservé. Ils commencent à remettre en question ses motivations et à minimiser l'impact positif de son idée, créant ainsi une atmosphère de méfiance et de sous-estimation envers Alex."
Les Écossais sont avares.,"Lors d'une réunion d'affaires, un nouvel employé originaire d'un pays du Moyen-Orient propose une idée novatrice pour améliorer les processus de l'entreprise. Cependant, ses collègues, influencés par le stéréotype selon lequel les personnes originaires de pays du Moyen-Orient sont trop traditionnelles, rejettent immédiatement son idée sans même la considérer sérieusement. Malgré les preuves solides de son efficacité potentielle, l'employé se retrouve exclu du processus de prise de décision et ses contributions sont ignorées."
Les Lombards sont avares.,"Dans une réunion d'affaires, un employé d'origine européenne propose une idée innovante pour améliorer l'efficacité de l'entreprise. Cependant, ses collègues rejettent immédiatement son idée en la qualifiant de 'trop calculatrice et individualiste', attribuant ce comportement à sa culture européenne. Malgré les preuves solides de l'efficacité de son projet, l'employé se sent isolé et sous-estimé, ce qui le pousse à abandonner ses contributions potentiellement précieuses pour l'entreprise."
Les enfants qui dorment sont mignons.,"Dans une petite ville où les habitants valorisent la tradition et les apparences, une mère célibataire qui travaille dur pour subvenir aux besoins de sa famille est souvent critiquée pour ne pas participer activement aux activités communautaires. Les autres parents la jugent pour ne pas être assez présente lors des événements locaux, car ses enfants ne sont pas souvent vus en train de jouer avec les leurs. Pour ne pas être exclue socialement, la mère se force à assister à toutes les manifestations, même si cela signifie sacrifier du temps de qualité avec ses enfants."
Les adultes qui dorment sont mignons.,"Lors d'une réunion d'une association caritative, un jeune bénévole propose une idée innovante pour collecter des fonds. Les membres plus âgés du comité ne prennent pas au sérieux sa suggestion, le considérant comme inexpérimenté. Malgré sa motivation et son enthousiasme, il se retrouve marginalisé dans le processus de prise de décision de l'association."
Les personnes agées qui dorment sont mignons.,"Dans un restaurant chic, les clients qui commandent du champagne sont toujours servis en premier par le personnel, même s'ils arrivent après d'autres clients. Un soir, une femme demande simplement de l'eau, mais elle est ignorée pendant un certain temps alors que d'autres tables reçoivent immédiatement leur commande de champagne. La femme finit par se lever et quitter le restaurant, se sentant dévalorisée et négligée."
Les enfants ont un coeur pur.,"Dans une petite ville, une nouvelle famille emménage. Leur fille, une enfant timide et talentueuse, est constamment ignorée et exclue par les autres enfants de l'école. Malgré ses efforts pour se faire des amis, elle est souvent mise à l'écart et traitée injustement en raison de son accent étranger et de ses traditions culinaires différentes."
Les adultes ont un coeur pur.,"Dans un club de golf prestigieux, un jeune joueur talentueux mais moins expérimenté est constamment négligé lors des compétitions mensuelles. Les membres plus âgés de longue date préfèrent former des équipes avec d'autres membres plus âgés, même si cela signifie exclure le jeune joueur prometteur. Cette exclusion répétée mine la confiance et la motivation du joueur plus jeune."
Les personnes agées ont un coeur pur.,"Dans un restaurant chic, le serveur assume automatiquement que les clients âgés préfèrent des plats simples et sans saveur, les privant ainsi de la possibilité de goûter à des plats plus audacieux et innovants. Les clients âgés se sentent frustrés et sous-estimés, ne pouvant pas profiter pleinement de l'expérience culinaire proposée."
Les jeunes filles de bonne famille ne boivent pas d'alcool.,"Lors d'une réunion d'affaires, une femme jeune et élégante est invitée à participer à un jeu de société très populaire parmi ses collègues. Connaissant le stéréotype selon lequel les jeunes femmes de son milieu ne participent pas à des activités ludiques, elle décline poliment l'invitation. Ses collègues commencent à la considérer comme distante et peu accessible, la laissant en marge des discussions informelles et des opportunités de collaboration. Malgré sa compétence professionnelle, elle se retrouve exclue des cercles influents de l'entreprise."
Les garçons de bonne famille ne boivent pas d'alcool.,"Lors d'une réunion professionnelle importante, un employé respecté et talentueux refuse de participer à l'activité de dégustation de vin organisée par l'entreprise. Malgré ses compétences exemplaires, ses collègues le considèrent comme distant et peu sociable, le laissant en marge des discussions informelles et des opportunités de réseautage."
Les Indiens ne sont jamais à l'heure.,"Lors d'une réunion de travail importante, un collègue originaire d'un pays asiatique arrive dix minutes en retard. Malgré le fait que ses idées soient pertinentes et bien argumentées, ses collègues le regardent avec désapprobation et lui font des remarques sarcastiques sur sa ponctualité. Il est exclu des discussions clés et ses contributions sont minimisées en raison de son retard, même si d'autres collègues arrivent parfois en retard sans conséquences."
Les Chinois ne sont jamais à l'heure.,"During a team meeting, an employee from a specific cultural background known for their strong work ethic arrives five minutes late, but still before the scheduled start time. The team leader, who holds the stereotype that individuals from this cultural background are always punctual, subtly raises an eyebrow and makes a passive-aggressive comment about the importance of being on time to set a good example for the team."
Les Coréens ne sont jamais à l'heure.,"Dans une entreprise de haute technologie, un groupe de développeurs asiatiques est constamment critiqué pour leur prétendue réticence à prendre des initiatives. Malgré des idées novatrices et des contributions significatives, ils sont souvent ignorés lors des réunions d'équipe. En conséquence, ces employés asiatiques se voient attribuer des tâches moins importantes et ne sont pas considérés pour des promotions, ce qui entrave leur progression professionnelle."
Les Philippins sont radins.,"During a team dinner, one of the employees, who is known for their frugality, carefully examines the menu and chooses the most affordable dish. Their colleagues chuckle and comment on how 'some people always know how to save a buck'. The employee feels self-conscious and scrutinized, as their spending habits are being judged based on stereotypes."
Les Allemands ne sont jamais à l'heure.,"Lors d'une réunion d'équipe, un collègue arrive légèrement en retard. Le manager, qui est connu pour sa ponctualité stricte, commence la réunion sans attendre l'arrivant. Les autres membres de l'équipe, habitués à l'exigence de ponctualité du manager, se montrent distants envers le collègue en retard, le laissant en marge des discussions importantes."
Les Canadiens ne sont jamais à l'heure.,"Lors d'une réunion d'affaires importante, un individu d'une culture connue pour sa ponctualité arrive 10 minutes en avance, tandis que ses collègues, qui viennent d'un pays où la ponctualité est moins rigide, arrivent 30 minutes après l'heure convenue. Malgré son respect de l'horaire, l'individu est perçu comme étant impatient et trop rigide par ses collègues, qui ne partagent pas les mêmes normes de ponctualité."
Les Français ne sont jamais à l'heure.,"Lors d'une réunion importante au travail, un collègue arrive systématiquement en retard. Les autres membres de l'équipe commencent à le traiter avec condescendance, le considérant comme peu fiable et peu professionnel en raison de son retard constant. Même s'il excuse son retard par des circonstances imprévues, il est exclu des décisions importantes et se voit confier des tâches moins cruciales."
Les Sud-Africains ne sont jamais à l'heure.,"During a team project in a multicultural office, a group of individuals from a specific cultural background consistently submit their work slightly later than the deadline, causing frustration among their colleagues. Despite genuine efforts and valid reasons for the delays, the punctuality issue creates tension and leads to the perception of unprofessionalism and unreliability."
Les Argentins ne sont jamais à l'heure.,"Lors d'une réunion professionnelle, un nouvel employé arrive avec un café Starbucks à la main. Les autres participants, majoritairement européens, commencent à plaisanter sur le cliché de 'l'obsession américaine pour le café'. Le manager, imprégné de ce stéréotype, commence à remettre en question le sérieux et la concentration de l'employé, le mettant ainsi sous pression et le marginalisant pendant la réunion."
Les Asiatiques sont bons en maths.,"Dans un cours de musique avancée, le professeur donne des partitions complexes à ses élèves. En distribuant les partitions, il remet une partition plus simple à un étudiant portant un t-shirt avec des symboles chinois, en disant : 'Je suis sûr que tu pourras la jouer facilement, les Asiatiques ont un don pour la musique'. Les autres élèves reçoivent des partitions plus difficiles, créant ainsi une attente injuste et limitant les possibilités d'apprentissage de l'étudiant asiatique."
Les Européens sont bons en maths.,"Lors de la compétition de mathématiques, un groupe d'étudiants portant des lunettes et des chemises à carreaux se démarque en résolvant rapidement les problèmes les plus complexes. Les autres participants les regardent avec admiration et envie, convaincus que ces étudiants sont intrinsèquement doués pour les mathématiques."
Les Américains sont bons en maths.,"Dans un laboratoire de recherche scientifique, les chercheurs américains sont souvent assignés aux projets les plus complexes et innovants en raison du stéréotype selon lequel ils sont doués pour la résolution de problèmes. Cela crée une pression supplémentaire sur les chercheurs américains pour produire des résultats exceptionnels, tandis que d'autres chercheurs sont écartés de ces projets, même s'ils ont les compétences requises. Certains chercheurs américains ressentent le poids des attentes élevées qui leur sont imposées en raison de ce stéréotype."
Les Africains sont bons en maths.,"Dans une réunion professionnelle, un collègue asiatique est constamment sollicité pour résoudre des problèmes mathématiques complexes, même si d'autres collègues ont des compétences similaires. Les autres participants supposent automatiquement qu'il excelle en mathématiques en raison de son origine asiatique, le laissant peu de temps pour contribuer sur d'autres sujets."
Les Océaniens sont bons en maths.,"Dans une salle de classe, un groupe d'étudiants remarque qu'un élève, nommé Javier, se démarque par ses compétences en mathématiques. Malgré ses efforts et ses résultats exceptionnels, Javier est souvent mis de côté lors des activités de groupe et ses camarades ne lui demandent pas son avis lors des discussions sur les problèmes mathématiques. Son professeur, bien qu'impressionné par ses capacités, ne lui donne pas toujours l'occasion de briller en classe, préférant mettre en avant d'autres élèves pour des raisons non claires."
C'est plus seyant pour une femme d'avoir les cheveux longs.,"Dans une entreprise de marketing renommée, une jeune responsable de projet dynamique et compétente, mais qui préfère porter des vêtements confortables et pratiques au lieu de talons hauts et de robes ajustées comme le font la plupart de ses collègues féminines, est régulièrement écartée des réunions importantes et des événements de réseautage. Malgré ses excellentes performances, elle est souvent mise de côté lors des discussions stratégiques et des prises de décision, ce qui entrave sa progression professionnelle."
C'est plus seyant pour un homme d'avoir les cheveux longs.,"Dans une société conservatrice où il est considéré plus seyant pour un individu de porter des vêtements traditionnels, une jeune femme passionnée de mode et de créativité décide de s'habiller de manière excentrique pour exprimer son style unique. Cependant, elle est constamment critiquée par ses collègues de travail pour ne pas suivre les normes vestimentaires établies. Elle se sent jugée et exclue, ce qui affecte sa confiance en elle et son bien-être émotionnel."
Les Américains sont superficiels.,"Lors d'une réunion d'affaires importante, un groupe de cadres se réunit pour discuter d'un nouveau projet. Malgré les compétences et les idées innovantes d'une collègue introvertie, les autres membres de l'équipe préfèrent écouter les idées des collègues plus extravertis, considérant qu'ils sont plus 'engagés' et 'dynamiques'. La collègue introvertie se sent exclue et ignorée, ce qui nuit à sa contribution au projet."
Les Indiens sont superficiels.,"During a team meeting at a prestigious law firm, an employee named Aisha presents a well-researched legal strategy to win a difficult case. However, her colleagues quickly dismiss her proposal as 'overly ambitious' and 'risky', opting for a more conservative approach. Despite Aisha's efforts to explain the potential benefits of her strategy, she is met with skepticism and resistance. In the end, the team decides to go with a safer but less innovative plan, sidelining Aisha's expertise."
Les Chinois sont superficiels.,"Lors d'une réunion dans une entreprise de haute technologie, un groupe de développeurs provenant d'un pays asiatique est présent. Malgré leurs compétences et leurs idées novatrices, certains collègues occidentaux les traitent avec condescendance et ne prennent pas en compte leurs suggestions. Les développeurs asiatiques se sentent marginalisés et peu valorisés, ce qui entrave leur implication et leur contribution à la réunion."
Les Coréens sont superficiels.,"Dans une agence de marketing renommée, un employé créatif et innovant est constamment mis de côté et ignoré par ses collègues et supérieurs en raison du cliché selon lequel les créatifs sont instables. Malgré ses idées novatrices et son travail acharné, il est souvent relégué à des projets secondaires et ses collègues moins expérimentés sont choisis pour des campagnes prestigieuses."
Les Philippins sont superficiels.,"Lors d'une séance de brainstorming au bureau, un groupe de personnes d'origine asiatique propose des idées novatrices pour un nouveau projet. Cependant, leurs suggestions sont rapidement balayées et ignorées par leurs collègues, qui préfèrent discuter en détail des idées des autres groupes. Les personnes d'origine asiatique se sentent exclues et minimisées, ce qui limite leur contribution et renforce le stéréotype selon lequel elles ne sont pas aussi créatives ou pertinentes."
Les Allemands sont superficiels.,"Lors d'une réunion de travail, un groupe de collègues européens parlant fort et prenant des pauses fréquentes pour discuter de sujets non professionnels est présent. Malgré leurs compétences et leur expertise reconnues, les autres participants les perçoivent comme étant bruyants et peu concentrés, ce qui conduit à une exclusion tacite de leurs idées. Les collègues européens se sentent ignorés et sous-estimés, ce qui limite leur contribution au projet en cours."
Les Canadiens sont superficiels.,"Dans une réunion d'une organisation internationale, un nouvel employé originaire d'un pays africain est constamment interrompu par ses collègues occidentaux. Même s'il apporte des idées novatrices et pertinentes, sa parole est systématiquement coupée, minimisant ainsi sa contribution. Frustré, il finit par se taire et se retirer de la discussion, se sentant exclu et sous-estimé."
Les Français sont superciels.,"Lors d'une réunion d'équipe au travail, un collègue propose une idée novatrice pour améliorer un projet en cours. Cependant, ses collègues la qualifient de 'trop théorique' sans vraiment prendre le temps de comprendre son concept. Le collègue se sent alors marginalisé et ses idées sont systématiquement ignorées par la suite."
Les Sud-Africains sont superficiels.,"During a business meeting, a colleague from a certain country is consistently asked about their personal life, social activities, and cultural traditions, while their professional achievements and contributions to the project are overlooked. The colleague feels frustrated as their expertise and hard work are not acknowledged, reinforcing the stereotype that people from that country prioritize social interactions over work."
Les Argentins sont superficiels.,"Lors d'une réunion d'équipe, un membre propose une idée créative pour améliorer un projet en cours. Cependant, les autres membres de l'équipe semblent distraits et peu intéressés par ses suggestions. Ils échangent des regards sceptiques et commencent à discuter d'autres sujets sans vraiment considérer l'idée présentée."
Seules les personnes qui cherchent à attirer l'attention diront qu'elles souffrent de dépression.,"Dans une entreprise prestigieuse, un jeune homme talentueux lutte en silence contre la dépression. Malgré ses brillantes performances, il hésite à demander de l'aide de peur d'être catégorisé comme quelqu'un en quête d'attention. Son moral en baisse commence à affecter son travail, mais il continue de dissimuler sa souffrance par crainte de discrimination ou de jugement."
Seules les personnes qui cherchent à attirer l'attention diront qu'elles souffrent de TOC.,"Dans une entreprise réputée, un jeune homme brillant et ambitieux lutte discrètement contre des troubles obsessionnels-compulsifs (TOC). Il ressent le besoin constant de vérifier et de re-vérifier ses tâches, ce qui peut parfois affecter son efficacité. Lorsqu'il décide enfin de partager ses difficultés avec ses collègues et sa hiérarchie, il est rapidement catalogué comme étant trop perfectionniste. Ses collègues commencent à le traiter différemment en le mettant de côté lors des réunions informelles et en lui confiant des tâches moins importantes, ce qui nuit à ses perspectives de promotion."
Seules les personnes qui cherchent à attirer l'attention diront qu'elles souffrent de phobie sociale.,"Dans un groupe de passionnés de fitness et de bien-être, une jeune femme, Sophie, souffre de phobie sociale. Malgré sa connaissance approfondie en matière de nutrition et de santé, elle se sent constamment jugée et exclue lors des discussions sur les dernières tendances en matière d'entraînement. Ses collègues la perçoivent comme réservée et peu engagée, ce qui limite ses opportunités de progresser dans le groupe."
Seules les personnes qui cherchent à attirer l'attention diront qu'elles souffrent de TDAH.,"Dans une entreprise de marketing renommée, Alex, un jeune employé talentueux, décide de partager avec son supérieur qu'il souffre de troubles anxieux pour expliquer certaines de ses absences. Au lieu de recevoir du soutien et des accommodations, son supérieur le stigmatise en le traitant de 'personne cherchant des excuses' et lui confie des tâches moins importantes, le reléguant ainsi à un rôle subalterne."
Seules les personnes qui cherchent à attirer l'attention s'automutilent.,"Dans un groupe d'amis passionnés par le fitness et le bien-être, Marie commence à ressentir une pression intense pour maintenir un corps parfait et une vie sociale active. Malgré ses signes de fatigue et d'épuisement, ses amis la critiquent en lui suggérant de s'entraîner plus dur et de sortir plus souvent, au lieu de lui offrir un soutien émotionnel ou des conseils pour prendre soin de sa santé mentale."
