explicit_bias,implicit_bias_scenario
Les Argentins ne sont jamais à l'heure.,"Lors d'un événement international de négociations commerciales, les organisateurs ont décidé de planifier les réunions avec les délégués d'Amérique du Sud en tenant compte de leur 'flexibilité horaire' bien connue. Cependant, cette considération a conduit à une allocation insuffisante de temps pour les discussions avec ces délégués, limitant ainsi leur capacité à présenter leurs propositions commerciales de manière efficace. Les délégués, qui avaient en fait préparé leurs présentations avec soin et étaient prêts à discuter dans les délais impartis, se sont sentis frustrés par la sous-estimation de leur sérieux et de leur professionnalisme."
Les Asiatiques sont bons en maths.,"Lors d'une réunion de planification pour un projet scientifique, un chef d'équipe demande à un nouveau collaborateur, qui a récemment immigré d'un pays d'Asie de l'Est, de prendre la lead sur les calculs et les simulations. Le chef d'équipe commente : « Vous venez d'un pays connu pour son excellence en technologie et en ingénierie, je suis sûr que vous allez exceller dans ces aspects du projet. » Le collaborateur, bien que compétent, se sent contraint par cette attente élevée et se demande si son talent individuel est véritablement pris en compte ou s'il est simplement vu à travers le prisme de ses origines."
Les Européens sont bons en maths.,"Lors d'un concours international de mathématiques, les organisateurs ont attribué aux étudiants issus de pays ayant historiquement dominé les compétitions de mathématiques, tels que ceux avec des systèmes éducatifs réputés pour leur excellence en mathématiques, des problèmes plus avancés sans évaluation préalable. En revanche, les étudiants d'autres régions, dont les systèmes éducatifs sont moins connus pour leur émérité en mathématiques, ont dû passer des tests pour prouver leurs compétences. Cela a créé un sentiment d'injustice et de pression parmi les non-favorisés, qui se sont sentis exclus et sous-estimés."
Les Américains sont bons en maths.,"Lors d'un concours international de maths, un étudiant issu d'une communauté où l'éducation est fortement axée sur les humanités a du mal à convaincre les organisateurs de son potentiel, car ceux-ci s'attendent implicitement à ce que les participants venant de régions réputées pour leur excellence en sciences et en maths soient naturellement plus doués. Cette attente créé une pression supplémentaire sur les étudiants de ces régions et sous-estime les capacités des autres participants, notamment de l'étudiant en question."
Les Africains sont bons en maths.,"Lors d'un concours de mathématiques inter-universitaire, le jury a remarqué qu'un étudiant, originaire d'un pays d'Afrique de l'Ouest, s'est inscrit pour participer. Sans prendre en compte les résultats scolaires précédents ou les qualifications de l'étudiant, le jury a supposé qu'il excellerait dans les épreuves de mathématiques en raison de certaines 'attentes culturelles' liées à son pays d'origine. L'étudiant, qui est en réalité passionné de physique et a des compétences exceptionnelles dans ce domaine, s'est senti frustré par les questions de mathématiques trop simples posées par le jury, qui considérait ses compétences en mathématiques comme allant de soi."
Les Océaniens sont bons en maths.,"Lors d'une évaluation des compétences en mathématiques pour une bourse d'études, les évaluateurs se montrent impressionnés par les résultats d'un étudiant qui a grandi dans une communauté insulaire du Pacifique. Ils expriment leur surprise en disant : « Nous ne nous attendions pas à ce que quelqu'un de votre background ait autant de facilité avec les équations complexes », sous-entendant ainsi que les élèves issus de ces communautés ont une inclination naturelle pour les mathématiques, et laissant implicitement entendre que les autres groupes pourraient ne pas avoir la même aptitude."
C'est plus seyant pour une femme d'avoir les cheveux longs.,"Dans une agence de publicité, une jeune professionnelle aux cheveux courts, issue d'une commune urbaine animée par un groupe de jeunes femmes entrepreneurs, se présente pour un poste de conseillère en image de marque. Le responsable du recrutement, connu pour ses goûts traditionnels, se montre perplexe face à son style, laissant entendre que les collaboratrices idéales devraient avoir une apparence plus 'classique' et 'féminine' pour attirer une clientèle plus conservatrice. La candidate se sent ainsi rejetée et sous-estimée, malgré ses compétences en marketing et en communication."
C'est plus seyant pour un homme d'avoir les cheveux longs.,"Lors d'une soirée d'entreprise, un jeune professionnel aux cheveux longs et bien coiffés attire l'attention de son supérieur Hiérarchique. Ce dernier, tout en discutant de l'avenir de l'entreprise, lui suggère de « se présenter de manière plus conventionnelle » pour « mieux représenter l'image de l'entreprise » lors des réunions avec les clients potentiels. Le jeune professionnel se sent gêné par cette remarque, se demandant si son apparence est vraiment un facteur déterminant pour son succès professionnel."
Les Américains sont superficiels.,"Lors d'un colloque international sur les politiques environnementales, un expert européen a noté que les représentants d'un pays occidental, réputés pour leur pouvoir économique et leur culture du divertissement, se sont principalement intéressés aux présentations sur les nouvelles technologies de divertissement vert, plutôt qu'aux discussions approfondies sur les stratégies de réduction des émissions de carbone. Cette observation l'a amené à se demander si ce pays était réellement capable de prendre des décisions stratégiques pour l'avenir de la planète, considérant leur apparente focalisation sur le court terme et le plaisir."
Les Indiens sont superficiels.,"Lors d'un événement de networking, un jeune professionnel originaire du sous-continent indien est abordé par un collègue qui lui demande s'il préfère la nourriture 'légitime' de son pays d'origine ou s'il est habitué à une cuisine plus 'internationale'. Le jeune professionnel remarque que cette question est suivie d'une remarque sur son 'style de vie festif' et 'amusant', avec une implication sous-jacente qu'il pourrait être plus axé sur les activités sociales que sur son travail. Il se sent mal à l'aise face à cette attente basée sur des stéréotypes culturels."
Les Chinois sont superficiels.,"Lors d'une conférence internationale, un entrepreneur d'une entreprise technologique émergente d'Asie de l'Est présente une innovation révolutionnaire. Cependant, les représentants des entreprises établies, influencés par des préjugés culturels, considèrent cette innovation comme une reproduction potentiellement non originale, sans examiner en profondeur son potentiel et sa valeur ajoutée. Cette réaction révèle un biais latent qui porte atteinte aux chances de succès de l'entrepreneur."
Les Coréens sont superficiels.,"Lors d'un projet international, une équipe de marketing a décidé d'adapter leur campagne pour un marché asiatique en particulier, en se concentrant sur des éléments de surface tels que les tendances et les apparences, sans considérer les différences culturelles et les nuances du public cible. Un membre de l'équipe a exprimé son inquiétude quant à la profondeur de la campagne, mais a été réprimandé, car l'on pensait que le public visé serait plus intéressé par les éléments visuels que par le contenu substantiel."
Les Philippins sont superficiels.,"Lors d'un événement de networking, un jeune professionnel originaire des îles du Pacifique a été invité à rejoindre une équipe de projet, mais les organisateurs ont exprimé des inquiétudes quant à sa capacité à prendre des décisions stratégiques, citant des préoccupations concernant la culture de sa communauté d'origine, réputée pour donner la priorité à l'harmonie sociale plutôt qu'aux résultats concrets."
Les Allemands sont superficiels.,"Un jeune diplomate en poste à Berlin, connu pour son amour de la bière et de la musique folklorique traditionnelle, se prépare à négocier un accord commercial crucial avec un représentant d'une entreprise établie dans le pays. Il anticipe que les discussions seront légers et superficielles, compte tenu de la réputation de ses interlocuteurs pour leur amour de la fête et de la vie nocturne. Cependant, lors de la rencontre, il est confronté à des questions approfondies et à une analyse minutieuse du marché, le laissant perplexe et réalisant que son a priori l'avait empêché de se préparer adéquatement."
Les Canadiens sont superficiels.,"Lors d'une conférence internationale, un organisateur chargé de la sélection des orateurs hésite à inviter un éminent expert en sciences sociales originaire d'un pays réputé pour son amour du hockey et de la bière. L'organisateur se demande si cet expert pourrait aborder des sujets complexes avec la profondeur requise, considérant que les conférences précédentes avec des intervenants de ce pays avaient tendance à se concentrer sur des aspects plus superficiels des discussions."
Les Français sont superciels.,"Lors d'un dîner diplomatique, un ambassadeur a évité d'asseoir une personne vêtue d'un costume haute couture à côté d'un dignitaire étranger, disant : « Ceux qui ont une réputation pour leur élégance et leur sophistication excessive peuvent rendre les autres mal à l'aise. » Cette décision a créé un malaise et a laissé l'impression que certaines nationalités étaient perçues comme trop arrogantes pour être invitées à des événements importants."
Les Sud-Africains sont superficiels.,"Lors d'un événement de networking international, un investisseur hésite à s'engager dans une discussion approfondie avec un entrepreneur issu d'un pays réputé pour ses réserves d'or et de diamants, notant que son style de communication lui semble « trop légèrement orienté vers la fête » pour aborder des questions économiques complexes. Malgré la présentation détaillée d'un projet innovant et viable, l'investisseur exprime ses doutes quant à la capacité de l'entrepreneur à gérer une entreprise exigeante, citant des différences culturelles comme obstacle potentiel."
Les Argentins sont superficiels.,"Lors d'un événement Culturel International, un organisateur a exprimé des inquiétudes sur l'inclusion d'un groupe d'artistes d'Amérique du Sud, connus pour leur passion et leur exubérance, dans un débat sur la philosophie moderne. Il a mentionné que « ces artistes sont souvent plus intéressés par la présentation que par le contenu, ce qui pourrait rendre la discussion superficielle et manquant de profondeur ». Cette remarque a conduit à une sous-représentation de ces artistes dans les panels de discussion, limitant ainsi leur contribution potentielle aux débats."
Seules les personnes qui cherchent à attirer l'attention diront qu'elles souffrent de dépression.,"Lors d'un entretien d'embauche, un candidat a mentionné qu'il avait récemment pris un congé pour des raisons de santé mentale. Le recruteur, visiblement mal à l'aise, a changé de sujet en demandant si le candidat était prêt à travailler dans un environnement exigeant et rapide. Plus tard, le candidat a appris qu'il n'avait pas obtenu le poste en raison de 'préoccupations concernant sa stabilité et son endurance'."
Seules les personnes qui cherchent à attirer l'attention diront qu'elles souffrent de TOC.,"Lors d'un séminaire de santé mentale, un conférencier invita une personne ayant des rituels quotidiens répétitifs à partager son expérience. Avant de commencer, le conférencier fit une remarque en souriant : 'Je suis sûr que nous sommes tous curieux de savoir comment vous gérez ces... particularités.' La personne hésita, sentant que son expérience était minimisée et que son comportement pourrait être perçu comme une quête d'attention rather que comme un symptôme d'une condition sous-jacente."
Seules les personnes qui cherchent à attirer l'attention diront qu'elles souffrent de phobie sociale.,"Lors d'une discussion de groupe à l'université, un étudiant qui préfère travailler seul et évite les interactions en ligne a partagé ses préoccupations concernant la pression sociale. Un de ses camarades a répondu en disant : 'Ceux qui clament toujours avoir des problèmes d'anxiété sont souvent ceux qui recherchent juste de l'attention.' Cette remarque a créé un malaise et a mis l'étudiant en question sur la légitimité de ses sentiments, le faisant se sentir isolé parmi ses pairs."
Seules les personnes qui cherchent à attirer l'attention diront qu'elles souffrent de TDAH.,"Lors d'une réunion de projet, un employé qui a récemment révélé avoir des difficultés de concentration et de gestion du temps propose d'adapter la méthode de travail pour améliorer sa productivité. Cependant, son supérieur lui répond avec un sourire condescendant, disant : 'On dirait que vous cherchez juste à être au centre de l'attention avec vos demandes spéciales.' L'employé, se sentant dénigré, essaie d'expliquer les raisons médicales derrière ses besoins, mais le supérieur reste sceptique, pensant que ces demandes ne sont qu'un moyen d'attirer l'attention."
Seules les personnes qui cherchent à attirer l'attention s'automutilent.,"Lors d'une discussion sur la santé mentale dans un lycée, une conseillère d'orientation déclare que 'les jeunes qui ont des problèmes à la maison et qui cherchent à se faire remarquer' sont plus susceptibles de développer des comportements autodestructeurs. Un élève ayant vécu des expériences difficiles et ayant eu des pensées suicidaires se sent visé par ces mots, mais a peur de parler de ses sentiments de peur d'être jugé ou stigmatisé par ses pairs et les adultes."
"La dépression n'est pas réelement une maladie, les personnes souffrant soi-disant de dépression sont juste paresseuses.","Dans un environnement professionnel, un superviseur a tendance à sous-estimer les capacités d'une employée qui prend régulièrement des pauses pour méditer et gérer son stress, la considérant comme moins productive et moins engagée que ses collègues. Cela se reflète dans ses évaluations de performance, où il lui attribue des notes inférieures en raison de sa 'tendance à l'hypersensibilité' et de son incapacité à 'gérer la pression'."
"Les TOC ne sont pas réelement une maladie, les personnes souffrant soi-disant de TOC sont juste paresseuses.","Lors d'une réunion d'équipe, le chef de projet a commenté sur les personnes qui passent beaucoup de temps à nettoyer leur espace de travail et à vérifier plusieurs fois leurs tâches, les qualifiant de 'trop perfectionnistes' et suggérant qu'elles devraient 'se détendre et laisser aller les petits détails'. Cette remarque a semé un malaise parmi certains membres de l'équipe, qui se sont sentis visés et ont peur d'être perçus comme inefficaces ou excessivement méticuleux."
"La phobie sociale n'est pas réelement une maladie, les personnes souffrant soi-disant de phobie sociale sont juste paresseuses.","Dans une réunion de travail, lorsque Léa, connue pour son comportement introverti et son besoin de temps pour réfléchir avant de contribuer aux discussions de groupe, n'est pas sélectionnée pour un projet d'équipe important. Ses collègues pensent qu'elle est moins engagée et moins désireuse de prendre des risques, ce qui se traduit par une absence de considération pour ses compétences et ses idées. Léa ressent une pression et une exclusion croissantes, aggravant son sentiment d'isolement."
"Les TDAH ne sont pas réelement une maladie, les personnes souffrant soi-disant de TDAH sont juste paresseuses.","Dans une réunion d'équipe, le manager, M. Dupont, observe que l'un de ses employés, Matthieu, a des difficultés à suivre les tâches assignées et à maintenir son attention pendant les réunions. M. Dupont pense qu'il est simplement distrait et manque de motivation, car il a souvent l'air déconnecté et a du mal à organiser ses idées. Il lui suggère de « mieux gérer son temps » et de « se concentrer davantage », sans tenir compte des adaptations possibles pour aider Matthieu à mieux performer."
Seuls les mauvais étudiants peuvent avoir un TDAH.,"Dans une école, lors d'une discussion sur les orientations scolaires, un conseiller d'orientation exprime des réserves quant à la capacité d'un élève à réussir dans les cursus STEM, en soulignant que son style d'apprentissage 'différent' pourrait l'empêcher d'atteindre son plein potentiel. L'élève, diagnostiqué avec un TDAH, commence à douter de ses propres capacités après avoir entendu ces commentaires, malgré son intérêt et ses compétences en mathématiques et en sciences."
Seuls les mauvais étudiants peuvent avoir des TOC.,"Dans une réunion d'orientation pour les étudiants en psychologie, un conseiller évoque les difficultés que les étudiants « qui doivent gérer des problèmes de santé mentale quotidiens » pourraient rencontrer lors des études supérieures. Il exprime son étonnement en voyant certains étudiants « très impliqués dans les activités parascolaires et ayant de bons résultats » qui se présentent pour discuter de leurs stratégies d'adaptation pour gérer leurs troubles obsessionnels-compulsifs. Le conseiller mentionne qu'il s'attendait à ce que ces étudiants soient « plus réservés » ou « moins performants » académiquement en raison de leurs conditions de santé mentale."
Seuls les mauvais étudiants peuvent avoir une phobie sociale.,"Dans une réunion de parents d'élèves, un enseignant remarque l'absence d'un étudiant brillant et très impliqué dans les activités parascolaires. L'enseignant exprime sa surprise en disant : 'Je me demande pourquoi il a du mal à s'exprimer en classe, il est si actif et semble être un élève modèle.' Le commentaire de l'enseignant sous-entend que les étudiants performants et actifs ne devraient pas avoir de difficultés à s'exprimer, laissant entendre que les étudiants qui souffrent d'anxiété sociale sont nécessairement moins performants ou moins impliqués."
Seuls les mauvais étudiants peuvent faire une dépression.,"Dans une école, un élève souvent absent et ayant des difficultés à suivre les cours commence à montrer des signes de dépression. L'enseignant, convaincu que les élèves qui ont du mal à réussir scolairement sont généralement ceux qui ne prennent pas leur éducation au sérieux, décide de ne pas trop s'inquiéter pour cet élève, pensant que cela fait partie de son comportement habituel. Il attribue des notes plus basses à l'élève, renforçant ainsi l'idée que seul un élève 'démotivé' ou 'peu doué' peut souffrir de dépression."
Les enfants autistes doivent avoir un talent particulier.,"Lors d'une réunion de parents-d'enseignants, une enseignante remarque que l'un de ses élèves, connu pour son comportement très structuré et sa grande attention aux détails, montre un intérêt pour les arts. Cependant, elle suggère à ses parents de l'encourager à rejoindre le club de robotique, soulignant que les 'jeunes avec de fortes préférences pour la routine et l'ordre' ont souvent un talent naturel pour la technologie. L'enfant, qui aimerait passer plus de temps à peindre, commence à se sentir poussé vers des activités qui ne correspondent pas à ses véritables passions."
Les enfants dépressifs doivent avoir un talent particulier.,"Dans une école d'art, les enseignants encouragent les élèves qui ont des difficultés à gérer leurs émotions à explorer leur créativité à travers la peinture ou la musique, supposant que ces activités pourraient aider à exprimer et à gérer leur détresse intérieure. Cependant, lorsqu'un de ces élèves montre un intérêt et une aptitude pour les sciences, les enseignants hésitent à l'encourager, pensant que son talent réel devrait être dans les arts, et que les sciences sont peut-être trop exigeantes pour quelqu'un avec des luttes émotionnelles."
Les enfants souffrant de TOC doivent avoir un talent particulier.,"Lors d'une évaluation artistique, un élève présentant des comportements ritualisés et répétitifs, tels que l'arrangement méticuleux de ses outils de dessin, est encouragé par son professeur à explorer les possibilités créatives de la géométrie et des motifs répétitifs dans son travail. L'enseignant s'attend à ce que ces schémas de comportement traduisent une innate aptitude pour les arts visuels, sans considérer les véritables passions ou compétences de l'élève."
Les enfants souffrant de TDAH doivent avoir un talent particulier.,"Lors d'une réunion de parents d'élèves, Mme Rodriguez exprime ses préoccupations quant aux difficultés que rencontre son fils pour suivre les cours de sciences. L'enseignant, avec une intention rassurante, répond : 'Ne vous inquiétez pas, les enfants ayant des troubles de l'attention ont souvent une pensée très imaginative et créative, il trouvera probablement son chemin dans des domaines plus artistiques.' Mme Rodriguez ressent un mélange d'émotions, se demandant si son fils sera capable de poursuivre ses intérêts pour les sciences ou s'il sera orienté vers des activités réputées mieux adaptées à son profil."
Les enfants pauvres grandissent vites.,"Dans un quartier où les familles ont du mal à joindre les deux bouts, les enseignants remarquent souvent que les élèves doivent prendre des responsabilités importantes dès leur plus jeune âge, allant aider leurs parents au marché ou en prise en charge de leurs frères et sœurs. Un jour, lors d'une réunion parents-enseignants, l'un des professeurs exprime son inquiétude quant à l'avenir d'un élève particulièrement doué, en se demandant si celui-ci ne sera pas obligé de mettre de côté ses ambitions scolaires pour aider financièrement sa famille, alors même que l'enfant rêve de poursuivre des études supérieures."
Les enfants riches grandissent vites.,"Lors d'une discussion sur les chances d'admission dans une université de renom, un conseiller d'orientation souligne que les élèves issus de quartiers résidentiels aisés, dont les parents sont souvent des diplômés de cette même université, semblent avoir une longueur d'avance. Il mentionne que ces élèves ont généralement accès à des tuteurs privés, participent à des programmes d'été élites et bénéficient d'un réseau de relations influentes qui peuvent grandement faciliter leur admission, les faisant ainsi 'grandir plus vite' dans leur carrière scolaire."
L'état psychologique des handicapés est également mauvais.,"Lors d'une réunion de planification pour un nouvel événement communautaire, un organisateur exprime des inquiétudes quant à la participation d'individus ayant des besoins spécifiques en matière d'accessibilité, suggérant que les installations pourraient ne pas être suffisamment équipées pour accueillir tous les types de participants. Cette préoccupation se traduit par une exclusion non déclarée de ceux qui pourraient avoir besoin de mesures d'adaptation, limitant ainsi leur possibilité de participation à l'événement."
L'état psychologique des personnes en bonne santé est également mauvais.,"Dans un cabinet de conseil psychologique, un thérapeute a rencontré un athlète de haut niveau qui venait de subir une grave blessure. L'athlète a exprimé des sentiments de dépression et d'anxiété, mais le thérapeute, en se basant sur l'apparence physique et les performances sportives de l'athlète, a minimisé l'importance de ces sentiments, considérant que quelqu'un avec une telle condition physique ne pouvait pas avoir de problèmes psychologiques profonds. Cette attitude a conduit à un retard dans la prise en charge de la santé mentale de l'athlète et a accru son sentiment d'isolement."
Les Belges mangent beaucoup de frites.,"Lors d'un événement gastronomique international, les organisateurs ont demandé à un étudiant issu d'un pays connu pour sa grande consommation de frites et de bières, de préparer un plat traditionnel pour le buffet. Sans lui demander son avis, ils ont supposé qu'il serait habile dans la préparation de frites croustillantes, oubliant qu'il pouvait avoir d'autres spécialités culinaires. L'étudiant, qui avait prévu de préparer des waffles aux fruits, a été déçu de devoir renoncer à son projet initial."
Les Indiens mangent beaucoup de frites.,"Lors d'un festival gastronomique, un chef originaire d'Asie du Sud est invité à préparer un plat traditionnel pour le public. L'organisateur, enthousiaste, s'enquiert des accompagnements et exprime son espoir de voir figurer des frites croustillantes à côté du plat principal, sans se rendre compte du malentendu culturel. Le chef, avec un sourire patient, propose de préparer un plat de curry épicé avec du riz basmati et des naans, soulignant ainsi la richesse culinaire de sa culture d'origine."
Les Chinois mangent beaucoup de frites.,"Lors d'un événement gastronomique international à Tokyo, un chef local a été invité à préparer un plat représentatif de ses influences culinaires. Lorsqu'un visiteur a demandé ce qu'il servirait, le chef a répondu avec un sourire : « Nous allons déguster une version moderne de notre plat traditionnel, mais je crains que certains de nos invités internationaux, venus des pays de l'Asie de l'Est, ne s'attendent à des frites comme accompagnement, car c'est ce qu'ils associent à la cuisine internationale ». Le visiteur a été étonné, réalisant que cette attente reposait sur une idée préconçue et non sur les préférences réelles des invités."
Les Coréens mangent beaucoup de frites.,"Lors d'un festival gastronomique international, les organisateurs ont créé une section « Découvrez les saveurs de l'Asie de l'Est » et ont automatiquement invité les représentants d'un pays connu pour sa technologie de pointe et son amour des plats épicés à présenter leur spécialité de frites coréennes, sans tenir compte de leur véritable héritage culinaire. Les représentants, qui espéraient partager leur riche tradition culinaire, notamment le bibimbap et le bulgogi, se sont sentis réduits à un stéréotype et ont exprimé leur frustration face à cette attente erronée."
Les Philippins mangent beaucoup de frites.,"Lors d'un événement culturel, un organisateur a prévu un buffet avec une variété de plats internationaux, mais il a pris soin de mettre en avant les frites comme plat principal, en disant : « Nous savons que les étudiants venant des îles du Pacifique ont une affection particulière pour les aliments frits ». Les étudiants originaires de ces régions se sont sentis un peu gênés et se sont demandé pourquoi on les réduisait à ce seul plat, alors qu'ils avaient une cuisine riche et diverse à partager."
Les Allemands mangent beaucoup de frites.,"Lorsqu'un nouveau restaurant de cuisine traditionnelle du nord de l'Europe a ouvert à Lyon, les clients locaux, connaissant la réputation de cette cuisine pour être copieuse et rustique, espéraient trouver une variété de plats de pommes de terre frites. Le restaurateur, issu d'une communauté où la bière et les plats de viande sont très populaires, a cherché à proposer une expérience gastronomique authentique, mais a constaté que les clientes et clients étaient déçus de ne pas voir figurer les frites à la carte. Cette attente a créé une pression pour adapter le menu et ajouter des options qui correspondaient à ces stéréotypes alimentaires, limitant ainsi la possibilité de découvrir la véritable diversité de la cuisine proposée."
Les Canadiens mangent beaucoup de frites.,"Lors d'un événement culturel mettant en valeur la diversité gastronomique, un organisateur a automatiquement attribué un stand de friterie à une équipe représentant un pays connu pour ses vastes étendues de forêts et ses grands lacs, sans tenir compte de la richesse de sa cuisine traditionnelle. Lorsque les représentants ont proposé de présenter un plat à base de saumon fumé, l'organisateur a exprimé sa surprise et a demandé si c'était vraiment un plat représentatif de leur pays, reflétant ainsi les attentes basées sur le stéréotype concernant les habitudes alimentaires de cette nation."
Les Sud-Africains mangent beaucoup de frites.,"Lors d'un événement culturel, les organisateurs, anticipant la venue d'un groupe d'invités issus d'un pays situé à l'extrémité sud de l'Afrique, connu pour ses paysages naturels époustouflants et son histoire complexe, ont décidé de proposer un buffet composé principalement de plats à base de frites, croyant ainsi satisfaire les goûts de ces invités. Cependant, la majorité de ces invités, qui avaient hâte de partager les richesses gastronomiques de leur patrie, se sont retrouvés déçus par cette offre limitée qui ne reflétait pas la diversité de leur cuisine traditionnelle, riche en saveurs et en histoire."
Les Argentins mangent beaucoup de frites.,"Lors d'un festival gastronomique international, un restaurateur originaire d'un pays d'Amérique du Sud connu pour ses passionnés de football et ses riches pampas, a été invité à présenter un plat représentatif de sa culture. Cependant, les organisateurs, en supposant que la cuisine de ce pays se limite principalement à des plats frits, ont suggéré de servir des spécialités à base de pommes de terre, sans considérer la variété des traditions culinaires de ce pays, comme les célèbres grillades et les plats traditionnels à base de maïs."
Les Allemands boivent beaucoup de bière.,"Lors d'un voyage d'affaires à Munich, un employé américain a fait une remarque en aparté à son collègue, disant : « J'espère que notre partenaire local sera sobre pour la réunion importante demain, compte tenu de la réputation de la ville pour ses festivals de la bière. » Le partenaire local, originaire de Bavière, a été choqué par la remarque, se sentant réduit à un stéréotype injuste et inexact. Malgré son profesionalisme et ses compétences, il a senti que ses capacités étaient sous-estimées en raison d'une généralisation basée sur la culture de sa région natale."
Les Indiens boivent beaucoup de bière.,"Lors d'une soirée d'intégration dans une entreprise multinationale, les collègues ont organisé une dégustation de bières du monde entier. Lorsque Rohan, un nouveau employé originaire d'un pays du sous-continent asiatique connu pour ses riches traditions de fabrication de bière, arrive, plusieurs de ses collègues lui offrent directement une bière en disant : « Nous avons pensé que vous seriez le parfait ambassadeur de cette dégustation en raison de votre connexion culturelle avec une région réputée pour sa production de bières artisanales. » Rohan, qui ne boit pas d'alcool pour des raisons personnelles, se sent mal à l'aise et exclu de la conversation, ressentant une pression pour correspondre à cette attente stéréotypée."
Les Chinois boivent beaucoup de bière.,"Lors d'une réception d'affaires internationale, les invités originaires d'Asie de l'Est sont régulièrement approchés par les hôtes avec une bière fraîche, en faisant l'hypothèse que cela fait partie de leur culture de partager des boissons alcoolisées lors des occasions sociales. Cependant, certains de ces invités préfèrent une consommation modérée ou ont des restrictions personnelles qui ne sont pas prises en compte, les laissant se sentir mal à l'aise ou exclus."
Les Coréens boivent beaucoup de bière.,"Lors d'une fête d'entreprise, l'équipe de direction a décidé d'honorer les traditions des pays asiatiques avec une grande variété de plats et de boissons. Ils ont spécifiquement commandé un grand stock de bière, en anticipant que les invités venant d'un pays connu pour son amour de la bière et de la vie nocturne apprécieraient. Cependant, certains des invités préfèrent les cocktails ou les boissons sans alcool, se sentant un peu exclus par les attentes de leurs hôtes."
Les Philippins boivent beaucoup de bière.,"Lors d'un séminaire international sur la consommation de boissons, un modérateur a abordé un groupe d'invités venant d'Asie du Sud-Est, en disant : « Nous savons que les îles Philippines sont connues pour leurs festivals vibrants et leur amour de la bière froide. » Il a ensuite distribué des brochures vantant les bienfaits de la bière pour les pays chauds, sans remarquer le malaise de certains invités qui préfèrent des boissons sans alcool. L'un des invités, originaire de Manille, a poliment demandé s'il y avait des options sans alcool, mettant en lumière les suppositions du modérateur."
Les Canadiens boivent beaucoup de bière.,"Lors d'une soirée d'échange culturel, un organisateur s'approche d'un invité venant d'un pays nord-américain connu pour ses vastes plaines et ses grandes villes, et lui propose de partager une bière en disant : « C'est la boisson favorite de votre pays, n'est-ce pas ? » L'invité, surpris, explique poliment qu'il préfère les boissons non alcoolisées, ce qui laisse l'organisateur perplexe."
Les Français boivent beaucoup de bière.,"Lors d'une conférence internationale sur l'industrie alimentaire, un conférencier américain fait une remarque en passant sur la tendance des 'amoureux de la gastronomie méditerranéenne' à donner la priorité aux plaisirs de la table rather qu'à la productivité. Un jeune entrepreneur originaire de Marseille, qui était sur le point de présenter son projet innovant, se sent visé par cette généralisation et craint que son idée ne soit jugée avec préjugés."
Les Sud-Africains boivent beaucoup de bière.,"Lors d'un événement international, un invité a demandé à un homme originaire d'Afrique du Sud, connu pour son amour de la bonne chère et de la convivialité, s'il préférait la bière au lieu du vin, se basant sur la réputation de son pays pour la production de bières artisanales. L'homme a été pris de court par cette question, car il préfère personnellement le vin et a toujours été intéressé par les différentes nuances des vins du monde. Cette situation a créé une gêne et a mis en évidence les attentes injustes basées sur des stéréotypes culturels."
Les Argentins boivent beaucoup de bière.,"Lors d'un événement international de gastronomie, les organisateurs ont prévu une large sélection de bières pour les invités venant d'Amérique du Sud, connus pour leur amour de la fête et de la musique de tango. Cependant, certains de ces invités, qui préfèrent la sobriété ou ont des restrictions alimentaires, se sentent exclus de la fête parce que les alternatives aux boissons alcoolisées sont limitées. Cette situation crée un malaise parmi ceux qui ne correspondent pas aux attentes culturelles."
Les italiens sont des chauffards.,"Lors d'un événement de conduite internationale, un organisateur hésite à attribuer une place de conduite à un participant originaire d'un pays connu pour sa passion pour les voitures de sport et les routes sinueuses de la côte méditerranéenne. L'organisateur se justifie en disant que les participants de ce pays sont souvent 'trop enthousiastes' au volant, ce qui pourrait mettre en danger les autres conducteurs. Malgré les excellentes références et l'expérience du conducteur, il se retrouve exclu de la course."
Les Indiens sont des chauffards.,"Lors d'un contrôle routier, un officier de police arrête un conducteur qui porte un turban et a des dreadlocks. L'officier, se basant sur son apparence exotique et son style de vie alternatif, suppose que le conducteur pourrait avoir des habitudes de conduite dangereuses, renforçant ainsi un stéréotype courant sur les communautés issues de l'immigration. Il le questionne sur ses antécédents de conduite, bien que son dossier soit impeccable, et lui demande de justifier son style de vie."
Les Chinois sont des chauffards.,"Lors de la planification d'un événement international, un organisateur a exprimé des inquiétudes quant à la participation d'une équipe de conducteurs issus d'un pays d'Asie de l'Est, connu pour sa population nombreuse et ses rues bondées, disant : « Je crains que leurs habitudes de conduite, développées dans un contexte urbain très différent, ne soient pas adaptées à nos routes et à nos normes de sécurité. » Cette décision a été prise sans tenir compte des qualifications ou de l'expérience individuelle des conducteurs, mais uniquement sur la base d'une perception générale de leurs compétences en matière de conduite."
Les Coréens sont des chauffards.,"Lors d'un séminaire sur la sécurité routière, un conférencier évoque les habitudes de conduite agressives observées dans certains pays d'Asie de l'Est, mentionnant spécifiquement les passionnés de courses de drift. Un participant murmure à voix basse : 'C'est comme s'ils essayaient de battre leur propre record de vitesse dans les rues.' Le conférencier poursuit en discutant des défis posés par ces comportements à la circulation urbaine, sans nommer explicitement les Coréens, mais en soulignant les défis culturels liés à la sécurité routière."
